Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Week Number,Shipping Duration (Day),Region,Order Month,Order Quarter,Order Year,Sales Category,Location Key
Office Supplies,San Francisco,United States,ES-140204,Erica Smith,North America - US,9/20/2011,CA-2011-156433,Medium,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",10.6428,4,22,Consumer,9/26/2011,Standard Class,1.23,California,Paper,39,6,North America - US - West,September,3,2011,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,HF-149954,Herbert Flentye,North America - US,9/21/2011,CA-2011-153969,High,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",9.4815,3,19,Consumer,9/25/2011,Standard Class,2.46,California,Paper,39,4,North America - US - West,September,3,2011,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,HF-149954,Herbert Flentye,North America - US,9/21/2011,CA-2011-153969,High,OFF-PA-10000327,Xerox 1971,17.334,9,39,Consumer,9/25/2011,Standard Class,2.59,California,Paper,39,4,North America - US - West,September,3,2011,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,RP-192704,Rachel Payne,North America - US,10/19/2011,CA-2011-155264,Medium,OFF-PA-10003228,Xerox 1917,68.9631,3,147,Corporate,10/22/2011,Second Class,7.86,California,Paper,43,3,North America - US - West,October,4,2011,Medium Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,JP-155204,Jeremy Pistek,North America - US,11/9/2011,CA-2011-144666,Critical,OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",28.819,7,63,Consumer,11/11/2011,Second Class,21.97,California,Paper,46,2,North America - US - West,November,4,2011,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,JP-155204,Jeremy Pistek,North America - US,11/9/2011,CA-2011-144666,Critical,OFF-PA-10003465,Xerox 1912,45.528,5,95,Consumer,11/11/2011,Second Class,28.78,California,Paper,46,2,North America - US - West,November,4,2011,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,TS-212054,Thomas Seio,North America - US,11/17/2011,CA-2011-140662,High,OFF-PA-10003395,Xerox 1941,352.296,7,734,Corporate,11/19/2011,First Class,121.19,California,Paper,47,2,North America - US - West,November,4,2011,High Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,GR-145604,Georgia Rosenberg,North America - US,11/21/2011,CA-2011-103401,Medium,OFF-PA-10003309,Xerox 211,6.2208,2,13,Corporate,11/26/2011,Standard Class,0.67,California,Paper,48,5,North America - US - West,November,4,2011,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,SC-206804,Steve Carroll,North America - US,11/21/2011,CA-2011-154781,Medium,OFF-PA-10001609,Tops Wirebound Message Log Books,3.0268,2,7,Home Office,11/26/2011,Standard Class,0.25,California,Paper,48,5,North America - US - West,November,4,2011,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,LS-169754,Lindsay Shagiari,North America - US,11/26/2011,US-2011-147648,Medium,OFF-PA-10001033,Xerox 1893,40.1702,2,82,Home Office,12/1/2011,Standard Class,3.37,California,Paper,48,5,North America - US - West,November,4,2011,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,EH-140054,Erica Hernandez,North America - US,12/7/2011,CA-2011-154592,Critical,OFF-PA-10000062,Green Bar Computer Printout Paper,80.7912,3,165,Home Office,12/8/2011,First Class,61.23,California,Paper,50,1,North America - US - West,December,4,2011,Medium Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,CK-127604,Cyma Kinney,North America - US,12/9/2011,CA-2011-104976,Medium,OFF-PA-10003845,Xerox 1987,16.9932,6,35,Corporate,12/16/2011,Standard Class,2.88,California,Paper,50,7,North America - US - West,December,4,2011,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,JF-154904,Jeremy Farry,North America - US,12/27/2011,US-2011-106334,Medium,OFF-PA-10003657,Xerox 1927,5.778,3,13,Consumer,1/2/2012,Standard Class,0.98,California,Paper,53,6,North America - US - West,December,4,2011,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,AJ-107954,Anthony Johnson,North America - US,12/29/2011,CA-2011-110786,High,OFF-PA-10000528,Xerox 1981,9.504,4,21,Corporate,1/2/2012,Standard Class,2.5,California,Paper,53,4,North America - US - West,December,4,2011,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,GA-145154,George Ashbrook,North America - US,4/17/2012,CA-2012-155306,High,OFF-PA-10001184,Xerox 1903,5.8604,2,12,Consumer,4/21/2012,Standard Class,1.34,California,Paper,16,4,North America - US - West,April,2,2012,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,CS-125054,Cindy Stewart,North America - US,5/12/2012,CA-2012-159380,Medium,OFF-PA-10004239,Xerox 1953,11.556,6,26,Consumer,5/16/2012,Standard Class,0.58,California,Paper,19,4,North America - US - West,May,2,2012,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,CS-125054,Cindy Stewart,North America - US,5/12/2012,CA-2012-159380,Medium,OFF-PA-10003893,Xerox 1962,5.778,3,13,Consumer,5/16/2012,Standard Class,1.57,California,Paper,19,4,North America - US - West,May,2,2012,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,NZ-185654,Nick Zandusky,North America - US,8/21/2012,CA-2012-144267,High,OFF-PA-10000157,Xerox 191,28.1718,3,60,Home Office,8/23/2012,First Class,14.54,California,Paper,34,2,North America - US - West,August,3,2012,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,NZ-185654,Nick Zandusky,North America - US,8/21/2012,CA-2012-144267,High,OFF-PA-10003657,Xerox 1927,1.926,1,4,Home Office,8/23/2012,First Class,0.68,California,Paper,34,2,North America - US - West,August,3,2012,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,NZ-185654,Nick Zandusky,North America - US,8/21/2012,CA-2012-144267,High,OFF-PA-10001947,Xerox 1974,11.7208,4,24,Home Office,8/23/2012,First Class,3.28,California,Paper,34,2,North America - US - West,August,3,2012,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,RH-195104,Rick Huthwaite,North America - US,9/27/2012,CA-2012-167255,High,OFF-PA-10002377,Xerox 1916,73.41,3,147,Home Office,9/29/2012,Second Class,16.78,California,Paper,39,2,North America - US - West,September,3,2012,Medium Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,RH-195104,Rick Huthwaite,North America - US,9/27/2012,CA-2012-167255,High,OFF-PA-10003441,Xerox 226,6.2208,2,13,Home Office,9/29/2012,Second Class,1.41,California,Paper,39,2,North America - US - West,September,3,2012,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,DJ-134204,Denny Joy,North America - US,10/10/2012,CA-2012-109736,Medium,OFF-PA-10004101,Xerox 1894,21.7728,7,45,Corporate,10/11/2012,First Class,3.86,California,Paper,41,1,North America - US - West,October,4,2012,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,NB-186554,Nona Balk,North America - US,10/29/2012,CA-2012-110289,High,OFF-PA-10002986,Xerox 1898,16.032,5,33,Corporate,11/2/2012,Standard Class,2.04,California,Paper,44,4,North America - US - West,October,4,2012,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,GT-147104,Greg Tran,North America - US,2/19/2013,CA-2013-106460,Critical,OFF-PA-10001736,Xerox 1880,33.3136,2,71,Consumer,2/22/2013,Second Class,11.01,California,Paper,8,3,North America - US - West,February,1,2013,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,EB-139304,Eric Barreto,North America - US,5/19/2013,CA-2013-122728,Medium,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),8.7906,3,18,Consumer,5/25/2013,Standard Class,2.22,California,Paper,21,6,North America - US - West,May,2,2013,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,KC-162554,Karen Carlisle,North America - US,6/20/2013,CA-2013-105760,Medium,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",8.0464,2,17,Corporate,6/21/2013,First Class,1.14,California,Paper,25,1,North America - US - West,June,2,2013,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,RD-199004,Ruben Dartt,North America - US,6/24/2013,CA-2013-140382,High,OFF-PA-10001019,Xerox 1884,9.3906,1,20,Consumer,6/26/2013,Second Class,2.95,California,Paper,26,2,North America - US - West,June,2,2013,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,GM-146954,Greg Maxwell,North America - US,9/21/2013,CA-2013-100244,High,OFF-PA-10001471,Strathmore Photo Frame Cards,30.2634,9,66,Corporate,9/25/2013,Standard Class,8.25,California,Paper,38,4,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,GM-146954,Greg Maxwell,North America - US,9/21/2013,CA-2013-100244,High,OFF-PA-10002319,Xerox 1944,37.9848,2,78,Corporate,9/25/2013,Standard Class,4.43,California,Paper,38,4,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,DW-135854,Dorothy Wardle,North America - US,9/27/2013,CA-2013-165820,High,OFF-PA-10004735,Xerox 1905,6.2208,2,13,Corporate,10/1/2013,Standard Class,1.13,California,Paper,39,4,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,AS-102854,Alejandro Savely,North America - US,10/29/2013,CA-2013-134775,High,OFF-PA-10004734,Southworth Structures Collection,25.48,7,51,Corporate,10/30/2013,First Class,6.12,California,Paper,44,1,North America - US - West,October,4,2013,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,CC-124304,Chuck Clark,North America - US,11/11/2013,CA-2013-163384,High,OFF-PA-10003172,Xerox 1996,15.552,5,32,Home Office,11/13/2013,First Class,2.4,California,Paper,46,2,North America - US - West,November,4,2013,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,MK-181604,Mike Kennedy,North America - US,12/3/2013,US-2013-108455,Medium,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),19.8254,7,40,Consumer,12/9/2013,Standard Class,3.55,California,Paper,49,6,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,MK-181604,Mike Kennedy,North America - US,12/3/2013,US-2013-108455,Medium,OFF-PA-10002262,Xerox 192,12.4416,4,26,Consumer,12/9/2013,Standard Class,1.37,California,Paper,49,6,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,KT-164654,Kean Takahito,North America - US,12/5/2013,CA-2013-112060,Medium,OFF-PA-10000994,Xerox 1915,50.328,1,105,Consumer,12/10/2013,Standard Class,7.7,California,Paper,49,5,North America - US - West,December,4,2013,Medium Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,SP-206204,Stefania Perrino,North America - US,12/9/2013,CA-2013-131289,Medium,OFF-PA-10003363,Xerox 204,21.7728,7,45,Corporate,12/15/2013,Standard Class,1.97,California,Paper,50,6,North America - US - West,December,4,2013,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,SN-205604,Skye Norling,North America - US,2/7/2014,CA-2014-154102,Medium,OFF-PA-10001593,Xerox 1947,13.455,5,30,Home Office,2/14/2014,Standard Class,1.36,California,Paper,6,7,North America - US - West,February,1,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,FC-142454,Frank Carlisle,North America - US,3/7/2014,CA-2014-167640,Medium,OFF-PA-10001033,Xerox 1893,140.5957,7,287,Home Office,3/11/2014,Standard Class,24.34,California,Paper,10,4,North America - US - West,March,1,2014,Medium Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,AH-101204,Adrian Hane,North America - US,4/9/2014,CA-2014-150987,High,OFF-PA-10001878,Xerox 1891,114.9385,5,245,Home Office,4/13/2014,Standard Class,25.05,California,Paper,15,4,North America - US - West,April,2,2014,Medium Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,AH-101204,Adrian Hane,North America - US,4/9/2014,CA-2014-150987,High,OFF-PA-10002923,Xerox 1942,97.88,4,196,Home Office,4/13/2014,Standard Class,34.03,California,Paper,15,4,North America - US - West,April,2,2014,Medium Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,AD-101804,Alan Dominguez,North America - US,5/1/2014,US-2014-136784,Medium,OFF-PA-10000675,Xerox 1919,80.3404,4,164,Home Office,5/6/2014,Standard Class,7.09,California,Paper,18,5,North America - US - West,May,2,2014,Medium Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,MK-181604,Mike Kennedy,North America - US,5/4/2014,CA-2014-163209,Medium,OFF-PA-10001166,Xerox 2,12.4416,4,26,Consumer,5/8/2014,Standard Class,1.57,California,Paper,19,4,North America - US - West,May,2,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,LW-169904,Lindsay Williams,North America - US,5/5/2014,CA-2014-162978,Medium,OFF-PA-10002250,Things To Do Today Pad,8.4528,3,18,Corporate,5/10/2014,Standard Class,1.38,California,Paper,19,5,North America - US - West,May,2,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,TS-216104,Troy Staebel,North America - US,6/17/2014,CA-2014-105214,Medium,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",8.7138,2,19,Consumer,6/20/2014,First Class,0.07,California,Paper,25,3,North America - US - West,June,2,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,GA-145154,George Ashbrook,North America - US,6/20/2014,CA-2014-138870,Medium,OFF-PA-10004438,Xerox 1907,11.5432,2,25,Consumer,6/24/2014,Standard Class,1.36,California,Paper,25,4,North America - US - West,June,2,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,SH-199754,Sally Hughsby,North America - US,9/19/2014,CA-2014-106180,Medium,OFF-PA-10004327,Xerox 1911,68.976,3,144,Corporate,9/24/2014,Standard Class,15.47,California,Paper,38,5,North America - US - West,September,3,2014,Medium Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,DB-136154,Doug Bickford,North America - US,9/22/2014,CA-2014-133074,High,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",27.93,7,56,Consumer,9/26/2014,Standard Class,3.28,California,Paper,39,4,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,NK-184904,Neil Knudson,North America - US,9/25/2014,CA-2014-130148,Medium,OFF-PA-10000551,Array Memo Cubes,15.2292,6,31,Home Office,9/29/2014,Second Class,3.36,California,Paper,39,4,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,RA-198854,Ruben Ausman,North America - US,9/27/2014,US-2014-106145,Medium,OFF-PA-10002245,Xerox 1895,16.146,6,36,Corporate,9/27/2014,Same Day,0.35,California,Paper,39,0,North America - US - West,September,3,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,MP-181754,Mike Pelletier,North America - US,10/6/2014,CA-2014-167661,High,OFF-PA-10002581,Xerox 1951,27.882,2,62,Home Office,10/11/2014,Standard Class,8.2,California,Paper,41,5,North America - US - West,October,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,JK-152054,Jamie Kunitz,North America - US,10/31/2014,CA-2014-123491,Medium,OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",3.71,2,7,Consumer,11/6/2014,Standard Class,0.84,California,Paper,44,6,North America - US - West,October,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,PG-188954,Paul Gonzalez,North America - US,11/4/2014,CA-2014-148320,Medium,OFF-PA-10003022,Xerox 1992,17.5812,6,36,Consumer,11/9/2014,Standard Class,3.08,California,Paper,45,5,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,FM-142904,Frank Merwin,North America - US,11/7/2014,US-2014-153948,Critical,OFF-PA-10000143,Astroparche Fine Business Paper,12.672,5,26,Home Office,11/7/2014,Same Day,7.15,California,Paper,45,0,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,FM-142904,Frank Merwin,North America - US,11/7/2014,US-2014-153948,Critical,OFF-PA-10002764,Staples,22.2264,4,45,Home Office,11/7/2014,Same Day,9.4,California,Paper,45,0,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,FM-142904,Frank Merwin,North America - US,11/7/2014,US-2014-153948,Critical,OFF-PA-10000157,Xerox 191,28.1718,3,60,Home Office,11/7/2014,Same Day,16,California,Paper,45,0,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,PR-188804,Patrick Ryan,North America - US,11/25/2014,CA-2014-162250,Medium,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",3.501,1,8,Consumer,11/25/2014,Same Day,0.35,California,Paper,48,0,North America - US - West,November,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,LW-169904,Lindsay Williams,North America - US,11/28/2014,CA-2014-101245,Medium,OFF-PA-10003129,Tops White Computer Printout Paper,114.9385,5,245,Corporate,12/4/2014,Standard Class,9.13,California,Paper,48,6,North America - US - West,November,4,2014,Medium Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,VW-217754,Victoria Wilson,North America - US,12/3/2014,CA-2014-116715,High,OFF-PA-10004475,Xerox 1940,53.8608,2,110,Corporate,12/6/2014,First Class,26.87,California,Paper,49,3,North America - US - West,December,4,2014,Medium Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,VW-217754,Victoria Wilson,North America - US,12/3/2014,CA-2014-116715,High,OFF-PA-10003893,Xerox 1962,3.852,2,9,Corporate,12/6/2014,First Class,1.46,California,Paper,49,3,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,TC-215354,Tracy Collins,North America - US,12/8/2014,CA-2014-142328,Medium,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",25.02,6,50,Home Office,12/15/2014,Standard Class,3.05,California,Paper,50,7,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,KH-165104,Keith Herrera,North America - US,12/9/2014,CA-2014-117457,Medium,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",13.3035,5,27,Consumer,12/13/2014,Standard Class,2.17,California,Paper,50,4,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,KH-165104,Keith Herrera,North America - US,12/9/2014,CA-2014-117457,Medium,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",4.6464,1,10,Consumer,12/13/2014,Standard Class,0.64,California,Paper,50,4,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,KH-165104,Keith Herrera,North America - US,12/9/2014,CA-2014-117457,Medium,OFF-PA-10001970,Xerox 1908,27.4302,1,56,Consumer,12/13/2014,Standard Class,4.74,California,Paper,50,4,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,DM-133454,Denise Monton,North America - US,12/9/2014,CA-2014-108854,Low,OFF-PA-10003022,Standard Line “While You Were Out” Hardbound Telephone Message Book,40.4432,4,88,Corporate,12/15/2014,Standard Class,2.27,California,Paper,50,6,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,EP-139154,Emily Phan,North America - US,12/14/2014,CA-2014-122770,Medium,OFF-PA-10000232,Xerox 1975,6.3504,2,13,Consumer,12/19/2014,Standard Class,0.85,California,Paper,51,5,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,EP-139154,Emily Phan,North America - US,12/14/2014,CA-2014-122770,Medium,OFF-PA-10003172,Xerox 1996,18.6624,6,39,Consumer,12/19/2014,Standard Class,3.8,California,Paper,51,5,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Francisco,United States,LC-171404,Logan Currie,North America - US,12/18/2014,CA-2014-133431,Medium,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",6.0858,3,13,Consumer,12/22/2014,Standard Class,1.22,California,Paper,51,4,North America - US - West,December,4,2014,Low Sales,North America - US|United States|North America - US - West|California|San Francisco
Office Supplies,San Diego,United States,EJ-137204,Ed Jacobs,North America - US,1/28/2011,US-2011-117163,Medium,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,12.0252,4,36,Consumer,2/3/2011,Standard Class,3.25,California,Art,5,6,North America - US - West,January,1,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,EJ-137204,Ed Jacobs,North America - US,1/28/2011,US-2011-117163,Medium,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,14.3075,1,57,Consumer,2/3/2011,Standard Class,4,California,Storage,5,6,North America - US - West,January,1,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,CD-127904,Cynthia Delaney,North America - US,2/3/2011,CA-2011-139857,Medium,OFF-FA-10001843,Staples,5.8045,5,12,Home Office,2/7/2011,Standard Class,0.29,California,Fasteners,6,4,North America - US - West,February,1,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,DB-132704,Deborah Brumfield,North America - US,2/5/2011,CA-2011-107181,High,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",16.0928,4,34,Home Office,2/9/2011,Standard Class,3.16,California,Paper,6,4,North America - US - West,February,1,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,BT-115304,Bradley Talbott,North America - US,5/21/2011,CA-2011-104780,Medium,OFF-AR-10003514,4009 Highlighters by Sanford,10.5072,8,32,Home Office,5/25/2011,Standard Class,3.17,California,Art,21,4,North America - US - West,May,2,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,MH-177854,Maya Herman,North America - US,5/27/2011,CA-2011-124429,High,OFF-ST-10001809,Fellowes Officeware Wire Shelving,7.1864,4,359,Corporate,5/27/2011,Same Day,92.1,California,Storage,22,0,North America - US - West,May,2,2011,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,CC-121454,Charles Crestani,North America - US,7/20/2011,CA-2011-141726,Medium,OFF-PA-10000418,Xerox 189,50.328,1,105,Consumer,7/22/2011,First Class,22.92,California,Paper,30,2,North America - US - West,July,3,2011,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,CC-121454,Charles Crestani,North America - US,7/20/2011,CA-2011-141726,Medium,OFF-PA-10002230,Xerox 1897,9.7608,4,20,Consumer,7/22/2011,First Class,3.15,California,Paper,30,2,North America - US - West,July,3,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,LR-169154,Lena Radford,North America - US,8/8/2011,CA-2011-131450,Medium,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,22.0748,2,76,Consumer,8/15/2011,Standard Class,6.7,California,Appliances,33,7,North America - US - West,August,3,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,ED-138854,Emily Ducich,North America - US,8/9/2011,CA-2011-110527,Medium,OFF-LA-10000262,Avery 494,9.6048,8,21,Home Office,8/16/2011,Standard Class,0.77,California,Labels,33,7,North America - US - West,August,3,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,HG-149654,Henry Goldwyn,North America - US,9/20/2011,CA-2011-126480,Medium,OFF-PA-10004610,Xerox 1900,3.852,2,9,Corporate,9/24/2011,Standard Class,0.63,California,Paper,39,4,North America - US - West,September,3,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,KF-162854,Karen Ferguson,North America - US,9/26/2011,CA-2011-132451,Critical,OFF-PA-10004888,Xerox 217,9.3312,3,19,Home Office,9/27/2011,First Class,5.1,California,Paper,40,1,North America - US - West,September,3,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,TH-211004,Thea Hendricks,North America - US,9/27/2011,US-2011-133130,High,OFF-PA-10000675,Xerox 1919,40.1702,2,82,Consumer,10/1/2011,Standard Class,5.09,California,Paper,40,4,North America - US - West,September,3,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,RD-199004,Ruben Dartt,North America - US,11/10/2011,CA-2011-158372,Low,OFF-LA-10000407,Avery White Multi-Purpose Labels,18.3264,8,40,Consumer,11/16/2011,Standard Class,3.37,California,Labels,46,6,North America - US - West,November,4,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,RD-199004,Ruben Dartt,North America - US,11/10/2011,CA-2011-158372,Low,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",28.008,8,62,Consumer,11/16/2011,Standard Class,4.44,California,Paper,46,6,North America - US - West,November,4,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,AS-100904,Adam Shillingsburg,North America - US,12/24/2011,CA-2011-132913,High,OFF-AP-10003278,Belkin 7-Outlet SurgeMaster Home Series,3.6322,1,14,Consumer,12/26/2011,First Class,2.16,California,Appliances,52,2,North America - US - West,December,4,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,CK-125954,Clytie Kelty,North America - US,12/26/2011,CA-2011-106264,Medium,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,0.1191,3,12,Consumer,12/30/2011,Standard Class,0.64,California,Supplies,53,4,North America - US - West,December,4,2011,Low Sales,North America - US|United States|North America - US - West|California|San Diego
